name,code,semester,department,division,credit,time,capacity,grade
창의적공학설계(AD),CSE110,2학기,컴퓨터공학부,2,3,"화01A~02B,수03A~04B",50,1
창의적공학설계(AD),CSE110,2학기,컴퓨터공학부,3,3,"화08A~09B,수01A~02B",50,1
창의적공학설계(AD),CSE110,2학기,컴퓨터공학부,4,3,"화01A~02B,금01A~02B",50,1
기초전기전자및실습,CSE111,2학기,컴퓨터공학부,1,3,"화01A~02B,목06A~07B",50,1
기초전기전자및실습,CSE111,2학기,컴퓨터공학부,2,3,"화08A~09B,목08A~09B",50,1
기초전기전자및실습,CSE111,2학기,컴퓨터공학부,3,3,"화01A~02B,목08A~09B",50,1
기초전기전자및실습,CSE111,2학기,컴퓨터공학부,4,3,"화08A~09B,목06A~07B",50,1
C프로그래밍Ⅱ,CSE113,2학기,컴퓨터공학부,1,3,"화01A~02B,금03A~04B",50,0
자료구조및실습,CSE123,2학기,컴퓨터공학부,1,3,"화06A~07B,수06A~07B",50,2
자료구조및실습,CSE123,2학기,컴퓨터공학부,2,3,"월06A~07B,목08A~09B",50,2
자료구조및실습,CSE123,2학기,컴퓨터공학부,3,3,"월06A~07B,목08A~09B",50,2
자료구조및실습,CSE123,2학기,컴퓨터공학부,4,3,"월01A~02B,수06A~07B",50,2
마이크로프로세서및실습,CSE124,2학기,컴퓨터공학부,1,3,"월06A~07B,목08A~09B",50,2
마이크로프로세서및실습,CSE124,2학기,컴퓨터공학부,2,3,"화06A~07B,수06A~07B",50,2
마이크로프로세서및실습,CSE124,2학기,컴퓨터공학부,3,3,"화06A~07B,수06A~07B",50,2
마이크로프로세서및실습,CSE124,2학기,컴퓨터공학부,4,3,"화08A~09B,목03A~04B",50,2
컴퓨터네트워크,CSE133,2학기,컴퓨터공학부,1,3,"월06A~07B,수01A~01B",50,3
컴퓨터네트워크,CSE133,2학기,컴퓨터공학부,2,3,"월08A~09B,수02A~02B",50,3
컴퓨터네트워크,CSE133,2학기,컴퓨터공학부,3,3,"월06A~07B,수01A~01B",50,3
컴퓨터네트워크,CSE133,2학기,컴퓨터공학부,4,3,"월08A~09B,수02A~02B",50,3
졸업설계Ⅰ(캡스톤디자인) ,CSE140,2학기,컴퓨터공학부,1,2,수08A~09B,50,4
졸업설계Ⅱ(캡스톤디자인) ,CSE141,2학기,컴퓨터공학부,1,2,수10A~11B,50,4
자바프로그래밍,CSE220,2학기,컴퓨터공학부,1,3,"화08A~09B,목03A~04B",50,2
자바프로그래밍,CSE220,2학기,컴퓨터공학부,2,3,"월06A~07B,목08A~09B",50,2
자바프로그래밍,CSE220,2학기,컴퓨터공학부,3,3,"화08A~09B,목03A~04B",50,2
자바프로그래밍,CSE220,2학기,컴퓨터공학부,4,3,"화08A~09B,목03A~04B",50,2
스크립트프로그래밍,CSE221,2학기,컴퓨터공학부,1,3,"화03A~04B,금01A~02B",50,2
스크립트프로그래밍,CSE221,2학기,컴퓨터공학부,2,3,"화01A~02B,금03A~04B",50,2
시스템프로그래밍(캡스톤디자인),CSE232,2학기,컴퓨터공학부,1,3,"화01A~02B,금03A~04B",50,3
컴파일러및실습,CSE233,2학기,컴퓨터공학부,1,3,"월01A~02B,목08A~09B",50,3
디지털신호처리및실습,CSE234,2학기,컴퓨터공학부,1,3,"화08A~09B,금01A~02B",50,3
데이터베이스시스템,CSE235,2학기,컴퓨터공학부,1,3,"화03A~04B,목06A~07B",50,3
데이터베이스시스템,CSE235,2학기,컴퓨터공학부,2,3,"화01A~02B,금03A~04B",50,3
공학설계와특허,CSE243,2학기,컴퓨터공학부,1,2,목10A~11B,50,4
IoT기초설계및실습,CSE320,2학기,컴퓨터공학부,1,3,"수01A~02B,목01A~02B",50,2
IoT플랫폼및실습,CSE332,2학기,컴퓨터공학부,1,3,"월03A~04B,목03A~04B",50,3
실시간시스템및실습,CSE342,2학기,컴퓨터공학부,1,3,"화06A~07B,수06A~07B",50,4
소프트웨어공학,CSE420,2학기,컴퓨터공학부,1,3,"월08A~09B,목06A~06B",50,2
소프트웨어공학,CSE420,2학기,컴퓨터공학부,2,3,"월02A~02B,목01A~02B",50,2
컴퓨터그래픽스및실습,CSE432,2학기,컴퓨터공학부,1,3,"수03A~04B,목01A~02B",50,3
모바일프로그래밍(캡스톤디자인),CSE433,2학기,컴퓨터공학부,1,3,"월08A~09B,목06A~07B",50,3
모바일프로그래밍(캡스톤디자인),CSE433,2학기,컴퓨터공학부,2,3,"월03A~04B,목03A~04B",50,3
객체지향개발론및실습,CSE434,2학기,컴퓨터공학부,1,3,"화06A~07B,수06A~07B",50,3
컴퓨터보안,CSE443,2학기,컴퓨터공학부,1,3,목01A~03B,50,4
증강현실및실습,CSE444,2학기,컴퓨터공학부,1,3,"월03A~04B,화08A~09B",50,4
고급웹프로그래밍(창업),CSE445,2학기,컴퓨터공학부,1,3,"월01A~02B,화01A~02B",50,4
윈도우즈프로그래밍,CSE520,2학기,컴퓨터공학부,1,3,"수01A~02B,목01A~02B",50,2
윈도우즈프로그래밍,CSE520,2학기,컴퓨터공학부,2,3,"월08A~09B,목06A~07B",50,2
인공지능응용및실습,CSE544,2학기,컴퓨터공학부,1,3,"월08A~09B,목06A~07B",50,4
공학설계(캡스톤디자인),CSE136,2학기,컴퓨터공학부,1,1,수12A~12B,50,3
IoT개론및실습,CSE321,2학기,컴퓨터공학부,1,3,"월08A~09B,목06A~07B",50,2
지능형인터페이스및실습,CSE330,2학기,컴퓨터공학부,1,3,"수03A~04B,목01A~02B",50,3
디지털시스템설계및실습,CSE331,2학기,컴퓨터공학부,1,3,"화06A~07B,수06A~07B",50,3
지능형IoT응용,CSE344,2학기,컴퓨터공학부,1,3,"화03A~04B,수01A~02B",50,4
기계학습및실습,CSE531,2학기,컴퓨터공학부,1,3,"화03A~04B,목06A~07B",50,3
지능형영상처리및실습,CSE543,2학기,컴퓨터공학부,1,3,"월06A~07B,수03A~04B",50,4
문제해결과프로그래밍,BSM631,2학기,컴퓨터공학부,28,3,"수06A~07B,목08A~09B",50,1
문제해결과프로그래밍,BSM631,2학기,컴퓨터공학부,29,3,"목06A~07B,금03A~04B",50,1
문제해결과프로그래밍,BSM631,2학기,컴퓨터공학부,30,3,"수06A~07B,목08A~09B",50,1
문제해결과프로그래밍,BSM631,2학기,컴퓨터공학부,31,3,"수03A~04B,목06A~07B",50,1
문제해결과프로그래밍,BSM631,2학기,컴퓨터공학부,32,3,"수06A~07B,금03A~04B",50,1
건설품질관리,ARE822,2학기,디자인ㆍ건축공학부,1,3,수01A~03B,50,4
전력공학,IFA320,2학기,전기ㆍ전자ㆍ통신공학부,2,3,금01A~03B,50,3
태권도,SHB173,2학기,교양학부,3,1,월05A~06B,50,0
스키,SHB183,2학기,교양학부,3,1,금01A~02B,50,0
